"","Keratinocytes","Clara.cells","Epithelial","Airway.Multiciliated.Cells","Brush.cells","Undefined"
"Abcc5",0.019866945,0.035830986,0.026880395,0.207563805,0.140092166,0.008968254
"Eif2b5",0.169149491,0.169380282,0.174303329,0.240301624,0.120737327,0.254126984
"Dvl3",0.012755022,0.013121127,0.014944513,0.016426914,0.025023041,0.02047619
"Ap2m1",1.021249674,0.569684507,0.661676942,1.085266821,0.886958525,1.371428571
"Abcf3",0.119848682,0.114630986,0.125055487,0.25361949,0.117511521,0.131904762
"Alg3",0.203942082,0.187233803,0.149901356,0.206542923,0.112764977,0.247142857
"Camk2n2",0.008322463,0.005205634,0.004549938,0.046310905,0.099631336,0.021349206
"Psmd2",0.522582833,0.502090141,0.535203453,0.591160093,0.673917051,0.847301587
"Eif4g1",0.302121054,0.451943662,0.452244143,0.37737819,0.432903226,0.40031746
"Fam131a",0.009243412,0.009983099,0.010209618,0.260510441,0.021059908,0.008888889
"Clcn2",0.021677537,0.017735211,0.044747226,0.011067285,0.046820276,0.022460317
"Polr2h",0.40857031,0.255515493,0.283366215,0.219675174,0.44156682,0.444761905
"Ephb3",0.121434907,0.120383099,0.182564735,0.168399072,0.252534562,0.183333333
"Vps8",0.022102792,0.027543662,0.039679408,0.138190255,0.05640553,0.035
"2510009E07Rik",0.021140099,0.043273239,0.036855734,0.041113689,0.048617512,0.017380952
"Ehhadh",0.029475607,0.030490141,0.025117139,0.080533643,0.004700461,0.019444444
"Tmem41a",0.101656666,0.142264789,0.087447596,0.178283063,0.155253456,0.107619048
"Liph",0.051737542,0.168383099,0.18080148,0.269976798,0.067880184,0.022698413
"Senp2",0.146449256,0.117425352,0.133440197,0.187401392,0.246267281,0.210952381
"Igf2bp2",0.123133316,0.044597183,0.091393342,0.08774942,0.101382488,0.046111111
"Tra2b",0.936603183,0.446343662,0.527990136,0.572969838,0.725391705,1.232142857
"Etv5",0.019290373,0,0.005832306,0.002111369,0.02875576,0.061031746
"Tbccd1",0.060688756,0.033701408,0.0572873,0.050904872,0.116267281,0.040873016
"Dnajb11",0.661487086,0.483915493,0.486041924,0.868909513,0.879723502,0.96452381
"Fetub",0.0663449,0.249076056,0.261849568,0.02863109,0.332580645,0.139920635
"Eif4a2",1.8591521,1.006952113,1.121467324,1.235313225,2.221105991,1.304761905
"Rfc4",0.104954344,0.046771831,0.040419236,0.055823666,0.071843318,0.625238095
"Rtp4",0.324860423,0.410259155,0.363933416,0.563225058,0.299308756,0.517301587
"Bcl6",0.069856509,0.05583662,0.06675709,0.029791183,0.023686636,0.121190476
"Lppos",0.136903209,0.234873239,0.171528977,0.185730858,0.169585253,0.151825397
"Lpp",0.219366032,0.199273239,0.225869297,0.122946636,0.192949309,0.190952381
"Tprg",0.031818419,0.026146479,0.004254007,0,0.011105991,0.02515873
"Trp63",0.703863814,0.018895775,0.035844636,0.056983759,0.034700461,0.572539683
"P3h2",0.180161753,0.030326761,0.031911221,0.019907193,0.013317972,0.21047619
"Il1rap",0.032337595,0.026890141,0.032182491,0.007169374,0.03483871,0.009920635
"Ccdc50",0.11421341,0.097819718,0.091676942,0.11575406,0.143870968,0.126428571
"Mb21d2",0.021265327,0.027898592,0.015203453,0.015150812,0.057557604,0.006349206
"Atp13a5",0.008841638,0.09296338,0.123674476,0.017795824,0.014193548,0.004365079
"Opa1",0.06920167,0.074383099,0.057361282,0.086357309,0.072949309,0.091111111
"Gm26569",0.005872685,0.003560563,0.005709001,0.059164733,0,0.028968254
"Hes1",3.248533786,2.694343662,2.327644883,2.905197216,0.906635945,2.979920635
"Atp13a3",0.284012523,0.391408451,0.245154131,0.448816705,0.119539171,0.343253968
"Tmem44",0.05566658,0.055109859,0.081578298,0.137215777,0.029723502,0.07
"Lsg1",0.137127576,0.115312676,0.137854501,0.268027842,0.256313364,0.133253968
"Fam43a",0.318343334,0.080309859,0.596732429,0.854941995,0.186635945,0.258888889
"Xxylt1",0.008502478,0.005949296,0.007398274,0.006450116,0.021751152,0.008888889
"Acap2",0.075791808,0.079053521,0.071504316,0.071693735,0.110414747,0.11
"Ppp1r2",0.456733629,0.384264789,0.293378545,0.600904872,0.758894009,0.70547619
"Bdh1",0.030589616,0.071470423,0.106732429,0.14800464,0.171428571,0.026190476
"Dlg1",0.072486303,0.096794366,0.067422935,0.116032483,0.154930876,0.084126984
"Ncbp2",0.414247326,0.194811268,0.22541307,0.301809745,0.330691244,0.550555556
"Senp5",0.01963736,0.016980282,0.013205919,0.032041763,0,0.011111111
"Pak2",0.219895643,0.256839437,0.150517879,0.299164733,0.377235023,0.313412698
"Pigx",0.312371511,0.239583099,0.18108508,0.362575406,0.441059908,0.331111111
"Cep19",0.105992695,0.096997183,0.076596794,0.655150812,0.186635945,0.156269841
"Nrros",0.01585964,0.004101408,0.014747226,0.028097448,0.031889401,0
"Fbxo45",0.025590921,0.045977465,0.0297164,0.037076566,0.067880184,0.020952381
"Wdr53",0.113678581,0.078501408,0.063649815,0.071484919,0.096820276,0.17531746
"Rnf168",0.04033916,0.028123944,0.009494451,0.027470998,0.029078341,0.070079365
"Ubxn7",0.052434125,0.059239437,0.041689273,0.052064965,0.109124424,0.04468254
"Tctex1d2",0.188478998,0.227633803,0.125930949,1.203549884,0.392903226,0.20468254
"Pcyt1a",0.070318289,0.105149296,0.076658446,0.187772622,0.109308756,0.147698413
"Tfrc",0.090600052,0.079588732,0.149334155,0.074779582,0.10124424,0.116746032
"Tnk2",0.091557527,0.101239437,0.095770654,0.143642691,0.064470046,0.135555556
"Muc4",0.035697887,0.685983099,0.356942047,0.2874942,0.102258065,0.206190476
"Fyttd1",0.269410384,0.131909859,0.137422935,0.210742459,0.399723502,0.325396825
"Lrch3",0.020367858,0.037464789,0.022552404,0.05649652,0.056682028,0.022698413
"Rpl35a",3.566201409,2.60315493,2.012120838,2.166009281,3.288801843,3.118968254
"Lmln",0.008343334,0.011808451,0.015524044,0.12800464,0.053640553,0
"Osbpl11",0.041674928,0.042478873,0.032589396,0.049025522,0.023410138,0.049285714
"Snx4",0.303386381,0.231430986,0.18810111,0.157726218,0.229953917,0.409444444
"1700007L15Rik",0.039694756,0.035876056,0.017447596,0.169164733,0.079861751,0.060555556
"Zfp148",0.182110618,0.137977465,0.131183724,0.203758701,0.291013825,0.212777778
"Heg1",0.007469345,0.035425352,0.010123305,0.114083527,0.241981567,0.006031746
"Itgb5",0.294698669,0.22275493,0.162823674,0.118955916,0.286774194,0.39047619
"Umps",0.116809288,0.096952113,0.093057953,0.109791183,0.221981567,0.233492063
"Gm15829",0.011768849,0.001447887,0.002466091,0.006426914,0,0
"Kalrn",0.007607618,0.034766197,0.017903822,0.002157773,0.102488479,0.006984127
"Ccdc14",0.009728672,0.009301408,0.001319359,0.022552204,0.025852535,0.011507937
"Mylk",0.01871641,0.001414085,0,0,0,0.017777778
"Hacd2",1.107208453,0.482230986,0.493859433,0.485058005,0.566451613,1.058174603
"Sec22a",0.229050352,0.149678873,0.127459926,0.076264501,0.237327189,0.130238095
"Pdia5",0.111761023,0.111735211,0.126411837,0.013410673,0.119953917,0.18468254
"Hspbap1",0.074129924,0.042292958,0.04864365,0.093526682,0.077557604,0.220714286
"Parp14",0.036253587,0.077932394,0.054784217,0.056171694,0.09156682,0.024920635
"Dtx3l",0.036363162,0.113605634,0.050295931,0.041276102,0.041658986,0.058333333
"Parp9",0.07820767,0.132309859,0.094759556,0.100951276,0.085760369,0.127301587
"Kpna1",0.077007566,0.058360563,0.071319359,0.241763341,0.095714286,0.075952381
"Wdr5b",0.015729194,0.013014085,0.003033292,0.014199536,0.048709677,0.020396825
"Fam162a",0.667785025,0.65376338,0.56458693,1.021484919,0.766267281,0.762063492
"Ccdc58",0.251398382,0.176974648,0.144340321,0.167981439,0.173456221,0.312142857
"Ildr1",0.290740934,0.362625352,0.383057953,0.481415313,0.718294931,0.245
"Slc15a2",1.737177146,2.119983099,1.993131936,1.228839907,0.389585253,1.128412698
"Eaf2",0.145992695,0.26475493,0.356411837,0.042784223,0.048341014,0.208015873
"Iqcb1",0.07513436,0.051397183,0.078397041,0.210672854,0.111797235,0.079761905
"Golgb1",0.343086355,0.559222535,0.466140567,0.889443155,1.009124424,0.413968254
"Stxbp5l",0.003968171,0.010647887,0.011122072,0.0012529,0.142857143,0
"Gtf2e1",0.032491521,0.027684507,0.030246609,0.019605568,0.005115207,0.065714286
"Rabl3",0.026921471,0.04176338,0.022909988,0.031299304,0.003732719,0.042777778
"Ndufb4",0.686689277,0.671729577,0.502675709,0.754477958,1.209493088,0.588095238
"Fstl1",0.059326898,0.020585915,0,0.004431555,0,0.119920635
"Lrrc58",0.525050874,0.1724,0.397127004,0.456287703,0.479308756,0.516587302
"Gsk3b",0.390717454,0.394011268,0.280480888,0.298700696,0.56764977,0.432698413
"Nr1i2",0.000560918,0,0,0.156102088,0,0
"Maats1",0.002621967,0.002123944,0.0072873,0.77800464,0.006543779,0
"Cox17",0.87113749,1.206850704,0.802182491,1.597726218,2.25562212,0.983333333
"Adprh",0.340070441,0.220050704,0.224081381,0.345197216,0.577695853,0.458015873
"D930030I03Rik",0.011747978,0.00656338,0.003452528,0.009721578,0.011105991,0.005714286
"Cd80",0.044442995,0.004011268,0.002872996,0.002436195,0,0.043968254
"Timmdc1",0.031969736,0.040501408,0.025277435,0.028839907,0.053870968,0.071349206
"Poglut1",0.110717454,0.06044507,0.058323058,0.044013921,0.057788018,0.134603175
"Tmem39a",0.117375424,0.117746479,0.136646116,0.089791183,0.102534562,0.143968254
"Arhgap31",0.06043569,0.051814085,0.02487053,0.057331787,0.040737327,0.147460317
"B4galt4",0.163615967,0.278540845,0.307583231,0.93187935,0.282580645,0.141111111
"Upk1b",1.956929298,1.510309859,0.912207152,0.292041763,0.299354839,1.835238095
"Zbtb20",0.384967388,0.369695775,0.371738594,0.639187935,1.050184332,0.292619048
"Gramd1c",0.010936603,0.010580282,0.009075216,0.049535963,0.033824885,0.031031746
"Atp6v1a",0.320477433,0.247408451,0.277114673,0.381809745,0.650414747,0.230873016
"Naa50",0.589793895,0.243008451,0.311664612,0.305104408,0.548110599,0.901825397
"Sidt1",0.023939473,0.072433803,0.049617756,0.018816705,0.126682028,0.009365079
"Spice1",0.048805113,0.062473239,0.041787916,0.307935035,0.023041475,0.085793651
"Cfap44",0.006154448,0.001278873,0.00352651,0.678932715,0,0
"Boc",0.076363162,0.042039437,0.0648582,0.008863109,0.107557604,0.077460317
"Gtpbp8",0.044195147,0.065791549,0.051676942,0.092204176,0.025207373,0.076666667
"Slc35a5",0.100344378,0.061571831,0.047706535,0.059489559,0.114654378,0.061746032
"Atg3",0.74537438,0.421622535,0.518002466,0.48025522,0.653686636,0.863015873
"Cd200",0.067124967,0.032135211,0.013156597,0.007842227,0.190322581,0.048968254
"BC016579",0.042188886,0.010180282,0.020209618,0.004153132,0.063456221,0.08984127
"Abhd10",0.136712758,0.054991549,0.06946979,0.135081206,0.092119816,0.282063492
"Phldb2",0.017654579,0.003892958,0.001923551,0,0.009078341,0.013571429
"Morc1",0.00171928,0.004315493,0.002959309,0.140788863,0,0.009761905
"Dzip3",0.019861727,0.010298592,0.011997534,0.027146172,0.007096774,0.043253968
"Ift57",0.234685625,0.150929577,0.171282367,1.731160093,0.566036866,0.24984127
"Cd47",1.76133055,1.217577465,1.213982737,1.379953596,2.185483871,1.727936508
"Bbx",0.295502218,0.21915493,0.184796547,0.196798144,0.178294931,0.223650794
"Dubr",0.030206105,0.008501408,0.011553637,0.030696056,0.017741935,0.034444444
"Cblb",0.0439473,0.065346479,0.058434032,0.095266821,0.013087558,0.08031746
"Alcam",1.038437255,1.393808451,0.828039457,1.178607889,0.656497696,1.068809524
"Nfkbiz",0.446934516,0.397538028,0.251122072,0.382761021,0.25437788,0.502777778
"Cep97",0.033934255,0.019233803,0.019568434,0.112761021,0.041935484,0.038650794
"Zbtb11",0.087558049,0.04364507,0.055388409,0.065336427,0.066635945,0.125714286
"Pcnp",0.168416384,0.182873239,0.112663379,0.14737819,0.255115207,0.265238095
"Trmt10c",0.275768328,0.097177465,0.138939581,0.100046404,0.269170507,0.317460317
"Senp7",0.035280459,0.036529577,0.02810111,0.061856148,0.066728111,0.02047619
"Abi3bp",1.286819723,0.083160563,0.10595561,0.13387471,0.109631336,0.798968254
"Tfg",0.712987216,0.467983099,0.557163995,0.517981439,0.736359447,0.961507937
"Tmem45a",0.00302635,0.127746479,0.019852035,0.002041763,0.00843318,0.009126984
"Tomm70a",0.159566919,0.133301408,0.133218249,0.14487239,0.200645161,0.275079365
"Nit2",0.366146621,0.194523944,0.154426634,0.166357309,0.249723502,0.303571429
"Tbc1d23",0.041442734,0.036557746,0.026325524,0.004315545,0.053778802,0.053095238
"Cmss1",0.07523089,0.033385915,0.030554871,0.101832947,0.036313364,0.156190476
"Filip1l",0.004547352,0.018676056,0.008175092,0,0,0.044920635
"Col8a1",0.007912862,0.001160563,0.001331689,0,0.235483871,0
"Dcbld2",0.012011479,0.031160563,0.015561036,0.251531323,0.008248848,0.061825397
"St3gal6",0.010093921,0.09715493,0.107953144,0.467842227,0.275760369,0.029761905
"Cpox",0.209864336,0.139616901,0.154364982,0.113573086,0.130552995,0.25468254
"Cldnd1",0.655173493,0.34903662,0.286794081,0.346960557,0.505253456,0.804920635
"Crybg3",0.052995043,0.081290141,0.076868064,0.097470998,0.080414747,0.126746032
"Arl6",0.218583355,0.215605634,0.215832306,1.289327146,0.469493088,0.272777778
"Nsun3",0.036571876,0.029126761,0.028618989,0.070603248,0.038986175,0.060714286
"Arl13b",0.195734412,0.117047887,0.106535142,0.444663573,0.22718894,0.147222222
"Stx19",0.019885207,0.094253521,0.072688039,0.470162413,0.217419355,0.005714286
"Pros1",0.059068615,0.071853521,0.037422935,0.216821346,0.061382488,0.036507937
"4930453N24Rik",0.191025307,0.225352113,0.154673243,0.22387471,0.30202765,0.337777778
"Zfp654",0.061894078,0.029509859,0.041368681,0.039883991,0.054654378,0.083412698
"Cggbp1",0.287657188,0.256146479,0.21135635,0.288654292,0.416635945,0.551507937
"Chmp2b",0.806939734,0.576901408,0.50378545,0.893921114,0.332534562,0.857539683
"Cadm2",0.016384033,0.022873239,0.023896424,0.004222738,0.043087558,0.008412698
"Gbe1",0.128505087,0.063335211,0.053674476,0.083642691,0.181751152,0.061428571
"Robo1",0.052496739,0.023002817,0.023045623,0.004524362,0.119354839,0.035396825
"Robo2",0.015663971,0.002478873,0.001109741,0,0.117695853,0.04047619
"Hspa13",0.04142969,0.04524507,0.04487053,0.027958237,0.028571429,0.042857143
"Nrip1",0.221755805,0.246974648,0.138766954,0.085893271,0.095345622,0.113253968
"Gm9843",0.349913906,0.201166197,0.160863132,0.180278422,0.25516129,0.30015873
"Usp25",0.177158883,0.197121127,0.108162762,0.069907193,0.159493088,0.198333333
"Cxadr",0.43256718,0.404287324,0.448680641,0.491647332,0.266682028,0.584126984
"Btg3",0.204782155,0.083273239,0.103711467,0.063178654,0.133133641,0.272936508
"D16Ertd472e",0.209084268,0.020608451,0.035117139,0.025545244,0.044746544,0.182460317
"Mrpl39",0.325990086,0.284422535,0.263107275,0.856009281,0.306359447,0.450793651
"Jam2",0.000704409,0.04616338,0.034106042,0.018329466,0.023824885,0
"Atp5j",2.244557788,2.381859155,1.937163995,2.784802784,2.897880184,2.582698413
"Gabpa",0.086929298,0.078653521,0.075918619,0.09361949,0.08562212,0.165396825
"App",0.647242369,0.698270423,0.579321825,0.890788863,1.242672811,0.930079365
"Adamts1",0.140618315,0.014811268,0.058273736,0.032807425,0.002442396,0.173968254
"N6amt1",0.200884425,0.100895775,0.082675709,0.081763341,0.228156682,0.111428571
"Ltn1",0.040589616,0.042833803,0.032811344,0.030742459,0.046682028,0.043650794
"Rwdd2b",0.034526481,0.015419718,0.014032059,0.002366589,0.011105991,0.03984127
"Usp16",0.125225672,0.128411268,0.091245376,0.136589327,0.186451613,0.110634921
"Cct8",0.998755544,0.704287324,0.591467324,0.894918794,0.920921659,1.169285714
"Bach1",0.024609966,0.03155493,0.021750925,0.033967517,0.042949309,0.029365079
"Tiam1",0.204109053,0.132276056,0.12377312,0.392900232,0.056129032,0.240873016
"Sod1",0.652483694,1.187340845,0.908791615,1.425545244,0.963087558,0.693809524
"Scaf4",0.092603705,0.076287324,0.084155364,0.106241299,0.118894009,0.086984127
"Hunk",0.028032872,0.003740845,0.003674476,0,0,0.031904762
"Mis18a",0.094432559,0.067988732,0.04054254,0.036426914,0.088894009,0.646666667
"Urb1",0.033493347,0.034540845,0.05838471,0.108863109,0.049769585,0.069206349
"Eva1c",0.265632664,0.249814085,0.177533909,0.252946636,0.121198157,0.27515873
"Synj1",0.062861988,0.070197183,0.042046856,0.470835267,0.062304147,0.042380952
"Paxbp1",0.056164884,0.048495775,0.026781751,0.090069606,0.033732719,0.042460317
"Ifnar2",0.309389512,0.239729577,0.251553637,0.150023202,0.325023041,0.435952381
"Il10rb",0.367878946,0.186202817,0.218754624,0.417981439,0.47843318,0.367063492
"Ifnar1",0.049337334,0.045825352,0.034217016,0.080928074,0.132995392,0.014603175
"Ifngr2",0.140529611,0.276405634,0.147200986,0.16187935,0.232718894,0.251984127
"Tmem50b",0.23343856,0.231374648,0.256695438,0.492923434,0.481474654,0.239920635
"Dnajc28",0.010607879,0.008974648,0.007398274,0.007169374,0.018387097,0
"Gart",0.163694234,0.11595493,0.137237978,0.186542923,0.391474654,0.227301587
"Son",1.347547613,1.1052,0.931874229,1.248468677,1.524562212,1.332460317
"Donson",0.022389773,0.009774648,0.005573366,0.027981439,0.019262673,0.073730159
"Atp5o",1.857769371,1.518247887,1.316831073,1.754176334,2.354239631,2.541904762
"Itsn1",0.025262197,0.031256338,0.020123305,0.072552204,0.06483871,0.00984127
"Kcne2",0.010816593,0.005690141,0.008754624,0.002529002,0.005115207,0.127539683
"Smim11",0.800062614,0.713932394,0.476905055,0.696450116,0.824516129,1.024365079
"Rcan1",0.590211323,0.151876056,0.67188656,0.251786543,0.393870968,0.515555556
"Clic6",0.139272111,0.532495775,0.630554871,1.411113689,0.780967742,0.137857143
"Runx1",0.887422385,1.014766197,1.010850801,1.012320186,0.857788018,0.718492063
"Setd4",0.039068615,0.046732394,0.061159063,0.557030162,0.040737327,0.05047619
"Cbr1",1.12062875,1.259740845,1.560727497,1.609327146,1.655115207,0.809920635
"Cbr3",0.68740934,0.60503662,0.764414303,0.714617169,0.42235023,0.612063492
"Morc3",0.066350117,0.05604507,0.036683107,0.040533643,0.062119816,0.051031746
"Chaf1b",0.018682494,0.013938028,0.020049322,0.012041763,0.035806452,0.318730159
"Hlcs",0.032092356,0.019211268,0.028236745,0.079396752,0.049124424,0.037222222
"Pigp",0.813005479,0.709746479,0.567891492,1.211856148,1.139585253,0.646349206
"Ttc3",0.170109575,0.16324507,0.117262639,0.222900232,0.633917051,0.160079365
"Dyrk1a",0.079655622,0.124721127,0.098520345,0.1874942,0.219769585,0.147301587
"Ets2",0.600866162,0.25536338,0.402244143,0.678515081,0.520184332,0.595555556
"Psmg1",0.269767806,0.206957746,0.190937115,0.202482599,0.334239631,0.27047619
"Brwd1",0.185950952,0.141335211,0.094784217,0.118584687,0.119723502,0.151904762
"Hmgn1",2.150185233,1.410687324,1.033970407,1.544361949,1.639907834,2.834761905
"Wrb",0.046034438,0.04463662,0.037053021,0.307795824,0.026912442,0.052539683
"Lca5l",0.050600052,0.030326761,0.017151665,0.199257541,0.021474654,0.03047619
"Sh3bgr",0.005997913,0.025876056,0.034340321,0.008190255,0.010645161,0.023333333
"Igsf5",0.120913123,0.140123944,0.178729963,0.170139211,0.124009217,0.061428571
"Bace2",1.080135664,1.068687324,1.033378545,0.539211137,0.698801843,1.153730159
"Tmprss2",0.394633446,0.354557746,0.438902589,0.813364269,0.142119816,0.282301587
"Ripk4",0.728640751,0.257611268,0.421319359,0.337517401,0.395714286,0.625238095
"Prdm15",0.021014871,0.010980282,0.015844636,0.025382831,0.035714286,0.031825397
"C2cd2",0.065880511,0.112326761,0.062194821,0.380185615,0.094423963,0.046031746
"Zbtb21",0.042509783,0.043853521,0.046917386,0.106821346,0.085806452,0.098809524
"B230307C23Rik",0.019613879,0.007943662,0.010147965,0.010348028,0,0.008888889
"Scaf8",0.049405166,0.081447887,0.044241677,0.12812065,0.135391705,0.071031746
"Tiam2",0.022001044,0.013250704,0.022515413,0.017888631,0.008064516,0.015873016
"Tfb1m",0.031881033,0.02091831,0.029124538,0.007285383,0.008156682,0.036111111
"Arid1b",0.099139056,0.139678873,0.110493218,0.211299304,0.080829493,0.10015873
"Tmem242",0.487041482,0.302721127,0.304796547,0.450394432,0.527603687,0.643174603
"Zdhhc14",0.00346204,0.004270423,0.007990136,0.002993039,0.111336406,0.010238095
"Snx9",0.066976259,0.039571831,0.034180025,0.079234339,0.059585253,0.008412698
"Synj2",0.012702844,0.043932394,0.018557337,0.049257541,0.02359447,0.027460317
"Gtf2h5",0.81472215,0.728794366,0.545215783,0.93549884,1.110368664,1.213333333
"Tulp4",0.170028698,0.103076056,0.100308261,0.245313225,0.240875576,0.234206349
"Tmem181a",0.038301591,0.064383099,0.055610358,0.163897912,0.131105991,0.094126984
"Dynlt1a",0.004249935,0.006529577,0.002318126,0.109466357,0.103364055,0.025079365
"Dynlt1c",0.006227498,0.004011268,0.005092478,0.045452436,0.026958525,0
"Dynlt1f",0.499107748,0.443673239,0.328088779,1.528584687,0.460875576,0.77547619
"Ezr",2.29975737,1.659419718,1.967496917,3.385591647,1.120737327,2.269920635
"Rsph3b",0.016347508,0.008383099,0.011676942,0.099187935,0.033548387,0.026111111
"Tagap1",0.032144534,0.027442254,0.035203453,0.181299304,0.090921659,0.09547619
"Rps6ka2",0.002820245,0.001915493,0.000900123,0.129489559,0.057695853,0.00984127
"E430024P14Rik",0.008424211,0.00656338,0.006152898,0.053271462,0,0
"Rsph3a",0.02414036,0.009870423,0.013020962,0.252088167,0.027926267,0.008095238
"Fgfr1op",0.121027915,0.08691831,0.131159063,0.443735499,0.124423963,0.321349206
"Mpc1",0.049172972,0.029357746,0.03540074,0.197610209,0.073917051,0.063650794
"Sft2d1",0.144377772,0.067047887,0.122552404,0.107726218,0.135668203,0.164444444
"Qk",0.131247065,0.08931831,0.07080148,0.085846868,0.085437788,0.198888889
"Pacrg",0.030641795,0.009611268,0.005043157,1.022064965,0.088617512,0.027619048
"Agpat4",0.055705714,0.010811268,0.017595561,0.036589327,0.226175115,0.071666667
"Map3k4",0.049157318,0.071667606,0.054475956,0.105684455,0.097834101,0.084285714
"4732491K20Rik",0.0138012,0.015707042,0.017422935,0.018839907,0.047557604,0.023730159
"Igf2r",0.100357422,0.147847887,0.113107275,0.201508121,0.134331797,0.136746032
"Airn",0.08385077,0.07004507,0.078742293,0.06,0.109723502,0.053968254
"Mrpl18",0.542001044,0.593678873,0.414192355,0.777865429,0.735253456,1.015
"Tcp1",0.803274198,0.580152113,0.540974106,0.732064965,1.085529954,1.390634921
"Acat2",0.153600313,0.094540845,0.139630086,0.093317865,0.18156682,0.180952381
"Wtap",0.026237934,0.019076056,0.016905055,0.018863109,0.048479263,0.048095238
"Sod2",1.510086094,1.347047887,1.380690506,2.251322506,1.675990783,1.362619048
"Tcte2",0.021951474,0.01188169,0.019161529,0.12262181,0.080414747,0.02484127
"Smoc2",0.005382207,0.007447887,0.002527744,0,0.141474654,0.042222222
"1600012H06Rik",0.134698669,0.098557746,0.090875462,0.182088167,0.173087558,0.167539683
"Phf10",0.145426559,0.108140845,0.084167694,0.198979118,0.220414747,0.249761905
"Ermard",0.071043569,0.05644507,0.061602959,0.061508121,0.053824885,0.078571429
"Dll1",0.220451344,0.003261972,0.010049322,0.022227378,0.137557604,0.24452381
"Fam120b",0.053960344,0.048270423,0.054771887,0.144756381,0.04078341,0.075634921
"Psmb1",2.212671537,1.950991549,1.763489519,2.021461717,2.418617512,2.239126984
"Tbp",0.098236368,0.064585915,0.077398274,0.110928074,0.112764977,0.12984127
"Pdcd2",0.305661362,0.262152113,0.233045623,0.302993039,0.371520737,0.457460317
"Chd1",0.349008609,0.228011268,0.23134402,0.362018561,0.381198157,0.578730159
"Rgmb",0.179846074,0.143892958,0.153156597,0.212946636,0.056728111,0.301746032
"BC002059",0.03043569,0.013842254,0.015055487,0.014663573,0.004608295,0.025396825
"Lnpep",0.023670754,0.010670423,0.021023428,0.020464037,0.018709677,0.01
"Spaca6",0.029595617,0.016326761,0.012046856,0.019907193,0.074516129,0.04531746
"Ppp2r1a",0.688100704,0.587633803,0.553267571,0.785174014,0.82875576,0.725555556
"Zfp160",0.017826768,0.010112676,0.005918619,0.002041763,0.037373272,0
"Zfp677",0.021810592,0.004439437,0.006905055,0.011670534,0.011198157,0.020238095
"Zfp54",0.111184451,0.035774648,0.032527744,0.099582367,0.039032258,0.21531746
"Zfp51",0.081127055,0.030923944,0.021738594,0.074176334,0.037281106,0.07468254
"Zfp53",0.121920167,0.073611268,0.047410604,0.077935035,0.069447005,0.160634921
"Zfp52",0.037957214,0.019087324,0.015450062,0,0.021658986,0.058015873
"Zfp948",0.058017219,0.019949296,0.019050555,0.018538283,0.105760369,0.061507937
"Zfp820",0.017881555,0.007605634,0.009827374,0.01612529,0,0.045079365
"Zfp942",0.033866423,0.029639437,0.016017263,0.017563805,0.069032258,0.037619048
"Zfp943",0.075220454,0.024991549,0.03459926,0.023085847,0.08718894,0.103968254
"Zfp947",0.009423428,0.005819718,0.00459926,0.008909513,0,0.016984127
"Zfp944",0.049856509,0.032501408,0.032404439,0.055243619,0.050645161,0.047222222
"Zfp758",0.029019045,0.016552113,0.018964242,0.007401392,0.070875576,0.054603175
"Zfp946",0.023574224,0.014974648,0.014808878,0.023062645,0.022304147,0.05984127
"Zfp945",0.177654579,0.110270423,0.078076449,0.094570766,0.236082949,0.123730159
"Zfp213",0.049303418,0.043566197,0.038409371,0.029698376,0.033087558,0.06952381
"Zfp13",0.010159144,0.006940845,0.013378545,0.012761021,0,0
"Thoc6",0.236663188,0.131566197,0.144537608,0.207192575,0.138986175,0.390873016
"Hcfc1r1",1.136493608,1.232676056,0.859691739,1.275800464,1.551013825,1.196031746
"Tnfrsf12a",0.604539525,0.152366197,0.2472873,0.136914153,0.449447005,0.843333333
"Cldn6",0.001698409,0.000895775,0.001418002,0,0.129032258,0
"Pkmyt1",0.038705974,0.042270423,0.038766954,0.039559165,0.063870968,0.585952381
"Paqr4",0.044461258,0.10103662,0.063390875,0.065081206,0.067880184,0.159920635
"Kremen2",0.012181059,0.049087324,0.018051788,0.00225058,0.009861751,0
"9530082P21Rik",0.007492825,0.028304225,0.024956843,0,0.034608295,0
"Flywch1",0.054124706,0.05943662,0.045302096,0.083132251,0.034976959,0.047301587
"Flywch2",0.186188364,0.198890141,0.116165228,0.119953596,0.519907834,0.213730159
"Srrm2",1.011737542,0.791814085,0.940110974,1.068074246,1.2859447,1.205952381
"Dcpp2",0.096837986,0.006895775,0.236572133,0.135104408,0.0940553,0.074206349
"Dcpp3",0.38372815,0.021611268,0.661578298,0.344617169,0.214470046,0.405238095
"Prss27",0.000722672,0.048152113,0.006337855,0.003642691,0,0.013095238
"Kctd5",0.209673885,0.179797183,0.197262639,0.441044084,0.266635945,0.340952381
"Pdpk1",0.105742238,0.10195493,0.085980271,0.134454756,0.167281106,0.186825397
"Amdhd2",0.18554396,0.287284507,0.18945746,0.340696056,0.214470046,0.193174603
"Tbc1d24",0.003279416,0,0.001393342,0.005475638,0.070368664,0.018809524
"Abca3",0.096631881,0.180647887,0.158791615,0.236844548,0.538709677,0.08
"Rnps1",0.067743282,0.03903662,0.032614057,0.061067285,0.068341014,0.158492063
"Eci1",0.963863814,0.716338028,0.602108508,1.126867749,0.931105991,0.835555556
